"Demographics","Subgroup","Total Cases","Year","Own-party feeling","Rival-party feeling"
"education and race","College grad+ others","18","2008","NA","NA"
"education and race","College grad+ others","33","2012","64.2","33.4"
"education and race","College grad+ others","130","2016","64.8","26.9"
"education and race","College grad+ others","314","2020","65.9","20.9"
"education and race","College grad+ others","197","2024","67.7","22.4"
"education and age","Non-college 18-29","360","1978","68.1","48.2"
"education and age","Non-college 18-29","278","1980","68.6","47.2"
"education and age","Non-college 18-29","216","1982","71.6","44.6"
"education and age","Non-college 18-29","393","1984","72.2","45.1"
"education and age","Non-college 18-29","370","1986","72.1","46.6"
"education and age","Non-college 18-29","307","1988","74.9","46.8"
"education and age","Non-college 18-29","293","1990","68.4","48.1"
"education and age","Non-college 18-29","317","1992","67.7","46.6"
"education and age","Non-college 18-29","231","1994","68","44"
"education and age","Non-college 18-29","167","1996","69.4","43.1"
"education and age","Non-college 18-29","172","1998","69.6","44.6"
"education and age","Non-college 18-29","161","2000","69.9","44.7"
"education and age","Non-college 18-29","161","2004","71","41.7"
"education and age","Non-college 18-29","285","2008","70.1","37.9"
"education and age","Non-college 18-29","313","2012","70.4","37.9"
"education and age","Non-college 18-29","362","2016","65.7","30.1"
"education and age","Non-college 18-29","489","2020","69.1","21.9"
"education and age","Non-college 18-29","302","2024","68.7","22.6"
"education and age","Non-college 30-44","398","1978","70.5","47.2"
"education and age","Non-college 30-44","263","1980","71.6","48.1"
"education and age","Non-college 30-44","269","1982","74.5","44.7"
"education and age","Non-college 30-44","432","1984","73.4","47.4"
"education and age","Non-college 30-44","401","1986","74.1","47.8"
"education and age","Non-college 30-44","428","1988","74.4","44.7"
"education and age","Non-college 30-44","383","1990","71","49.1"
"education and age","Non-college 30-44","483","1992","69.2","43.1"
"education and age","Non-college 30-44","362","1994","68.8","42.9"
"education and age","Non-college 30-44","354","1996","70.5","41.5"
"education and age","Non-college 30-44","243","1998","69.1","42.3"
"education and age","Non-college 30-44","324","2000","71","44"
"education and age","Non-college 30-44","170","2004","71.8","43.7"
"education and age","Non-college 30-44","377","2008","69.3","36.6"
"education and age","Non-college 30-44","349","2012","70","33.7"
"education and age","Non-college 30-44","458","2016","70.4","28.2"
"education and age","Non-college 30-44","791","2020","73.4","21.9"
"education and age","Non-college 30-44","522","2024","68.7","22.2"
"education and age","Non-college 45-59","323","1978","73.2","50.9"
"education and age","Non-college 45-59","246","1980","75.6","49.5"
"education and age","Non-college 45-59","184","1982","75.3","45.3"
"education and age","Non-college 45-59","317","1984","77.1","48.6"
"education and age","Non-college 45-59","267","1986","75.9","43.9"
"education and age","Non-college 45-59","248","1988","76.6","48.9"
"education and age","Non-college 45-59","226","1990","72.8","46.9"
"education and age","Non-college 45-59","298","1992","70.4","42.7"
"education and age","Non-college 45-59","212","1994","68.9","43.6"
"education and age","Non-college 45-59","238","1996","72.9","42.6"
"education and age","Non-college 45-59","167","1998","71.9","37.7"
"education and age","Non-college 45-59","272","2000","74.2","38.9"
"education and age","Non-college 45-59","197","2004","75.3","40.8"
"education and age","Non-college 45-59","442","2008","72.3","34.3"
"education and age","Non-college 45-59","364","2012","71.7","34.8"
"education and age","Non-college 45-59","575","2016","67.5","26.6"
"education and age","Non-college 45-59","894","2020","74.1","19.8"
"education and age","Non-college 45-59","551","2024","70.9","20.8"
"education and age","Non-college 60+","334","1978","77.1","47.4"
"education and age","Non-college 60+","293","1980","79","45.9"
"education and age","Non-college 60+","284","1982","79","44.9"
"education and age","Non-college 60+","401","1984","79.2","46.4"
"education and age","Non-college 60+","372","1986","78.8","47.1"
"education and age","Non-college 60+","349","1988","80.4","45.4"
"education and age","Non-college 60+","386","1990","75","47.3"
"education and age","Non-college 60+","438","1992","75.7","42.1"
"education and age","Non-college 60+","326","1994","73.7","46.6"
"education and age","Non-college 60+","335","1996","77","41.5"
"education and age","Non-college 60+","194","1998","76.1","43.9"
"education and age","Non-college 60+","280","2000","77.5","40"
"education and age","Non-college 60+","194","2004","79.6","39"
"education and age","Non-college 60+","396","2008","75","37.1"
"education and age","Non-college 60+","279","2012","74.3","31.1"
"education and age","Non-college 60+","691","2016","69.8","24"
"education and age","Non-college 60+","1525","2020","75.8","18.4"
"education and age","Non-college 60+","1199","2024","76.4","19.8"
"education and age","College+ 18-29","78","1978","65.3","47.9"
"education and age","College+ 18-29","50","1980","67.1","39.3"
"education and age","College+ 18-29","42","1982","68.2","40.2"
"education and age","College+ 18-29","66","1984","68.4","39"
"education and age","College+ 18-29","64","1986","73.8","45.9"
"education and age","College+ 18-29","61","1988","74.7","44.3"
"education and age","College+ 18-29","62","1990","68.7","44.2"
"education and age","College+ 18-29","73","1992","68.2","34.4"
"education and age","College+ 18-29","44","1994","73.9","36.6"
"education and age","College+ 18-29","55","1996","71.4","36.1"
"education and age","College+ 18-29","34","1998","69.3","40.2"
"education and age","College+ 18-29","61","2000","73","43.5"
"education and age","College+ 18-29","48","2004","68.2","29.4"
"education and age","College+ 18-29","53","2008","69","28.1"
"education and age","College+ 18-29","53","2012","61.9","34.5"
"education and age","College+ 18-29","169","2016","63.9","25.7"
"education and age","College+ 18-29","342","2020","62.7","19.7"
"education and age","College+ 18-29","187","2024","62.2","25.1"
"education and age","College+ 30-44","133","1978","63.8","46.3"
"education and age","College+ 30-44","105","1980","65.8","41.8"
"education and age","College+ 30-44","88","1982","70.6","41"
"education and age","College+ 30-44","163","1984","72.9","44.1"
"education and age","College+ 30-44","201","1986","70.3","43.3"
"education and age","College+ 30-44","164","1988","73.7","41"
"education and age","College+ 30-44","167","1990","67","42.4"
"education and age","College+ 30-44","235","1992","66.1","36"
"education and age","College+ 30-44","180","1994","70.3","32"
"education and age","College+ 30-44","194","1996","67.2","35.9"
"education and age","College+ 30-44","122","1998","66.5","38.9"
"education and age","College+ 30-44","193","2000","70.6","39.4"
"education and age","College+ 30-44","102","2004","70.3","36.8"
"education and age","College+ 30-44","159","2008","70.1","33.5"
"education and age","College+ 30-44","158","2012","64","29.7"
"education and age","College+ 30-44","407","2016","63.3","26.3"
"education and age","College+ 30-44","927","2020","65.5","19.7"
"education and age","College+ 30-44","659","2024","64.7","18.8"
"education and age","College+ 45-59","70","1978","69.7","46.2"
"education and age","College+ 45-59","43","1980","64.9","41.7"
"education and age","College+ 45-59","59","1982","69.6","42.6"
"education and age","College+ 45-59","59","1984","74.2","42.1"
"education and age","College+ 45-59","77","1986","71.3","46"
"education and age","College+ 45-59","82","1988","74.9","44.8"
"education and age","College+ 45-59","72","1990","71","42.8"
"education and age","College+ 45-59","137","1992","65.4","37.8"
"education and age","College+ 45-59","110","1994","71.4","40.7"
"education and age","College+ 45-59","117","1996","70.9","42.7"
"education and age","College+ 45-59","106","1998","66.7","37.5"
"education and age","College+ 45-59","160","2000","70.9","38"
"education and age","College+ 45-59","117","2004","72.1","35.9"
"education and age","College+ 45-59","141","2008","68.3","29.9"
"education and age","College+ 45-59","120","2012","67.9","29"
"education and age","College+ 45-59","395","2016","64.8","23.1"
"education and age","College+ 45-59","786","2020","68.3","17.8"
"education and age","College+ 45-59","544","2024","68.9","22"
"education and age","College+ 60+","35","1978","76.7","46.1"
"education and age","College+ 60+","38","1980","72.4","49.5"
"education and age","College+ 60+","43","1982","73.7","44.9"
"education and age","College+ 60+","49","1984","74.8","38.3"
"education and age","College+ 60+","53","1986","77.7","48.7"
"education and age","College+ 60+","60","1988","78.3","46.4"
"education and age","College+ 60+","58","1990","71.7","43.4"
"education and age","College+ 60+","73","1992","71.8","37.9"
"education and age","College+ 60+","76","1994","73","38.9"
"education and age","College+ 60+","74","1996","73.7","40.2"
"education and age","College+ 60+","60","1998","68.8","33.4"
"education and age","College+ 60+","87","2000","70.8","43.2"
"education and age","College+ 60+","74","2004","73.9","34.4"
"education and age","College+ 60+","98","2008","65.8","30.2"
"education and age","College+ 60+","108","2012","68.5","28.1"
"education and age","College+ 60+","473","2016","67.8","22.9"
"education and age","College+ 60+","1137","2020","73.5","14.5"
"education and age","College+ 60+","843","2024","73.3","17.2"
"education and region","Non-college in South","386","1978","73.3","50.6"
"education and region","Non-college in South","304","1980","76.7","47.9"
"education and region","Non-college in South","295","1982","79","46.2"
"education and region","Non-college in South","431","1984","77.6","48.4"
"education and region","Non-college in South","491","1986","77","48.1"
"education and region","Non-college in South","439","1988","77.9","46.8"
"education and region","Non-college in South","408","1990","73.6","49"
"education and region","Non-college in South","472","1992","74","45.1"
"education and region","Non-college in South","394","1994","71.1","46.3"
"education and region","Non-college in South","387","1996","75.3","45"
"education and region","Non-college in South","280","1998","74.5","43.5"
"education and region","Non-college in South","334","2000","75.2","40.8"
"education and region","Non-college in South","235","2004","78.3","41.6"
"education and region","Non-college in South","678","2008","73.3","38"
"education and region","Non-college in South","506","2012","73.9","32.3"
"education and region","Non-college in South","702","2016","71.1","27.1"
"education and region","Non-college in South","1225","2020","76.5","20.8"
"education and region","Non-college in South","919","2024","72.6","22.1"
"education and region","Non-college in Nonsouth","1035","1978","71.6","47.5"
"education and region","Non-college in Nonsouth","778","1980","72.6","47.5"
"education and region","Non-college in Nonsouth","659","1982","73.7","44.2"
"education and region","Non-college in Nonsouth","1123","1984","74.5","46.2"
"education and region","Non-college in Nonsouth","921","1986","74.2","45.7"
"education and region","Non-college in Nonsouth","894","1988","75.8","45.8"
"education and region","Non-college in Nonsouth","880","1990","71.2","47.4"
"education and region","Non-college in Nonsouth","1064","1992","69.6","42.8"
"education and region","Non-college in Nonsouth","737","1994","69","43"
"education and region","Non-college in Nonsouth","707","1996","70.7","40.4"
"education and region","Non-college in Nonsouth","505","1998","69.7","41.5"
"education and region","Non-college in Nonsouth","706","2000","72.2","42.6"
"education and region","Non-college in Nonsouth","487","2004","72.7","41.2"
"education and region","Non-college in Nonsouth","845","2008","70.7","35.2"
"education and region","Non-college in Nonsouth","825","2012","70.5","35.5"
"education and region","Non-college in Nonsouth","1422","2016","66.8","26.9"
"education and region","Non-college in Nonsouth","2585","2020","72","20"
"education and region","Non-college in Nonsouth","1768","2024","71.5","20.4"
"education and region","College grad+ in South","84","1978","69.3","46"
"education and region","College grad+ in South","73","1980","68.2","44.1"
"education and region","College grad+ in South","62","1982","71","45.5"
"education and region","College grad+ in South","79","1984","73","40"
"education and region","College grad+ in South","92","1986","75.6","47.1"
"education and region","College grad+ in South","95","1988","76.3","44"
"education and region","College grad+ in South","70","1990","74.4","41.9"
"education and region","College grad+ in South","140","1992","69.2","38.2"
"education and region","College grad+ in South","137","1994","73.8","37.6"
"education and region","College grad+ in South","140","1996","71.2","38.3"
"education and region","College grad+ in South","88","1998","70.8","38.7"
"education and region","College grad+ in South","152","2000","71.7","37.5"
"education and region","College grad+ in South","102","2004","74.9","37"
"education and region","College grad+ in South","182","2008","70.2","29.2"
"education and region","College grad+ in South","164","2012","68.4","30"
"education and region","College grad+ in South","430","2016","64.5","23.6"
"education and region","College grad+ in South","956","2020","70.2","17.5"
"education and region","College grad+ in South","679","2024","70.2","18.5"
"education and region","College grad+ in Nonsouth","234","1978","65.8","46.9"
"education and region","College grad+ in Nonsouth","163","1980","66.4","41.8"
"education and region","College grad+ in Nonsouth","170","1982","70.3","40.7"
"education and region","College grad+ in Nonsouth","260","1984","72.5","42.5"
"education and region","College grad+ in Nonsouth","303","1986","71","44.3"
"education and region","College grad+ in Nonsouth","272","1988","74.4","43"
"education and region","College grad+ in Nonsouth","289","1990","67.5","43.2"
"education and region","College grad+ in Nonsouth","378","1992","66.2","35.9"
"education and region","College grad+ in Nonsouth","273","1994","70.6","35.5"
"education and region","College grad+ in Nonsouth","301","1996","69.1","38.2"
"education and region","College grad+ in Nonsouth","235","1998","66","37.5"
"education and region","College grad+ in Nonsouth","353","2000","70.7","41.4"
"education and region","College grad+ in Nonsouth","239","2004","69.8","34.3"
"education and region","College grad+ in Nonsouth","278","2008","67.2","31.9"
"education and region","College grad+ in Nonsouth","294","2012","64.6","28.9"
"education and region","College grad+ in Nonsouth","1061","2016","65.3","24.7"
"education and region","College grad+ in Nonsouth","2365","2020","67.5","17.7"
"education and region","College grad+ in Nonsouth","1676","2024","67","20.8"
"education and knowledge","Less knowledgeable non-college","552","1978","72.1","49.8"
"education and knowledge","Less knowledgeable non-college","271","1980","75.4","51.5"
"education and knowledge","Less knowledgeable non-college","688","1982","75.9","44.7"
"education and knowledge","Less knowledgeable non-college","612","1984","74.7","48.7"
"education and knowledge","Less knowledgeable non-college","984","1986","75","47.5"
"education and knowledge","Less knowledgeable non-college","513","1988","74.6","47.2"
"education and knowledge","Less knowledgeable non-college","697","1990","72","49.5"
"education and knowledge","Less knowledgeable non-college","628","1992","71.5","46.7"
"education and knowledge","Less knowledgeable non-college","340","1994","69.8","48.1"
"education and knowledge","Less knowledgeable non-college","274","1996","71.4","45.6"
"education and knowledge","Less knowledgeable non-college","279","1998","70.9","47"
"education and knowledge","Less knowledgeable non-college","448","2000","72.1","43.7"
"education and knowledge","Less knowledgeable non-college","306","2004","73.3","44.7"
"education and knowledge","Less knowledgeable non-college","909","2008","71.3","37"
"education and knowledge","Less knowledgeable non-college","209","2012","71.7","35.5"
"education and knowledge","Less knowledgeable non-college","642","2016","67.8","30.5"
"education and knowledge","Less knowledgeable non-college","1336","2020","74.6","23.1"
"education and knowledge","Less knowledgeable non-college","959","2024","70.6","23.5"
"education and knowledge","More knowledageabe non-college","864","1978","72.1","47.5"
"education and knowledge","More knowledageabe non-college","669","1980","72.4","46.4"
"education and knowledge","More knowledageabe non-college","259","1982","73.6","45.3"
"education and knowledge","More knowledageabe non-college","717","1984","76","45"
"education and knowledge","More knowledageabe non-college","427","1986","75.5","44.3"
"education and knowledge","More knowledageabe non-college","651","1988","78","45.8"
"education and knowledge","More knowledageabe non-college","589","1990","71.9","46.1"
"education and knowledge","More knowledageabe non-college","765","1992","70.5","41"
"education and knowledge","More knowledageabe non-college","780","1994","69.6","42.2"
"education and knowledge","More knowledageabe non-college","699","1996","73.1","40.8"
"education and knowledge","More knowledageabe non-college","506","1998","71.8","39.6"
"education and knowledge","More knowledageabe non-college","440","2000","74.5","39.6"
"education and knowledge","More knowledageabe non-college","327","2004","76","39"
"education and knowledge","More knowledageabe non-college","468","2008","72.5","35.1"
"education and knowledge","More knowledageabe non-college","576","2012","71.9","30.9"
"education and knowledge","More knowledageabe non-college","1390","2016","68.4","25.1"
"education and knowledge","More knowledageabe non-college","2371","2020","72.6","18.5"
"education and knowledge","More knowledageabe non-college","1522","2024","71.6","19.7"
"education and knowledge","Less knowledgeable college grad+","41","1978","63.9","49.7"
"education and knowledge","Less knowledgeable college grad+","22","1980","69.5","46.1"
"education and knowledge","Less knowledgeable college grad+","87","1982","70.7","43"
"education and knowledge","Less knowledgeable college grad+","63","1984","72.9","46.1"
"education and knowledge","Less knowledgeable college grad+","171","1986","71.7","48.7"
"education and knowledge","Less knowledgeable college grad+","52","1988","75.7","46.9"
"education and knowledge","Less knowledgeable college grad+","77","1990","69","49.3"
"education and knowledge","Less knowledgeable college grad+","84","1992","68.5","39.4"
"education and knowledge","Less knowledgeable college grad+","23","1994","65.5","48.7"
"education and knowledge","Less knowledgeable college grad+","43","1996","69.4","42.8"
"education and knowledge","Less knowledgeable college grad+","40","1998","69.4","45.8"
"education and knowledge","Less knowledgeable college grad+","108","2000","71.9","43.6"
"education and knowledge","Less knowledgeable college grad+","77","2004","70.6","44.5"
"education and knowledge","Less knowledgeable college grad+","175","2008","70.3","32.9"
"education and knowledge","Less knowledgeable college grad+","64","2012","63.8","31.8"
"education and knowledge","Less knowledgeable college grad+","237","2016","67","29.3"
"education and knowledge","Less knowledgeable college grad+","766","2020","68.2","23.9"
"education and knowledge","Less knowledgeable college grad+","659","2024","66.2","21.9"
"education and knowledge","More knowledgeable college grad+","277","1978","67.2","46.2"
"education and knowledge","More knowledgeable college grad+","201","1980","66.7","42.4"
"education and knowledge","More knowledgeable college grad+","145","1982","70.3","41.4"
"education and knowledge","More knowledgeable college grad+","250","1984","72.7","41"
"education and knowledge","More knowledgeable college grad+","224","1986","72.3","42.1"
"education and knowledge","More knowledgeable college grad+","287","1988","74.8","43.2"
"education and knowledge","More knowledgeable college grad+","282","1990","68.8","41.2"
"education and knowledge","More knowledgeable college grad+","392","1992","66.6","35.9"
"education and knowledge","More knowledgeable college grad+","385","1994","71.9","35.5"
"education and knowledge","More knowledgeable college grad+","364","1996","70","37.9"
"education and knowledge","More knowledgeable college grad+","283","1998","67","36.6"
"education and knowledge","More knowledgeable college grad+","345","2000","70.3","39.4"
"education and knowledge","More knowledgeable college grad+","229","2004","71.6","31.1"
"education and knowledge","More knowledgeable college grad+","245","2008","67.3","30"
"education and knowledge","More knowledgeable college grad+","290","2012","65.2","26.6"
"education and knowledge","More knowledgeable college grad+","1211","2016","64.5","23.3"
"education and knowledge","More knowledgeable college grad+","2513","2020","68.2","15.5"
"education and knowledge","More knowledgeable college grad+","1591","2024","68.5","19.4"
"race and age","18-29 whites","354","1978","67.1","49"
"race and age","18-29 whites","266","1980","66.7","45.9"
"race and age","18-29 whites","214","1982","70.3","44.9"
"race and age","18-29 whites","340","1984","70.8","43.9"
"race and age","18-29 whites","313","1986","71.4","47.7"
"race and age","18-29 whites","261","1988","74.2","45.2"
"race and age","18-29 whites","264","1990","68.6","47.1"
"race and age","18-29 whites","292","1992","66.9","42.5"
"race and age","18-29 whites","186","1994","67.8","39.2"
"race and age","18-29 whites","161","1996","67.7","41.6"
"race and age","18-29 whites","144","1998","66.9","41.9"
"race and age","18-29 whites","139","2000","69.6","45"
"race and age","18-29 whites","128","2004","67.7","39.4"
"race and age","18-29 whites","140","2008","68.4","34.2"
"race and age","18-29 whites","128","2012","65.5","39.4"
"race and age","18-29 whites","336","2016","63.9","27"
"race and age","18-29 whites","518","2020","65.5","19.4"
"race and age","18-29 whites","276","2024","67.2","18.5"
"race and age","30-44 whites","456","1978","67.4","47.2"
"race and age","30-44 whites","299","1980","67.8","46"
"race and age","30-44 whites","301","1982","71.2","44.5"
"race and age","30-44 whites","484","1984","72.2","46.4"
"race and age","30-44 whites","490","1986","71","46.1"
"race and age","30-44 whites","435","1988","72.4","43.2"
"race and age","30-44 whites","395","1990","68.3","46"
"race and age","30-44 whites","544","1992","66.2","39.8"
"race and age","30-44 whites","431","1994","67.5","38.2"
"race and age","30-44 whites","413","1996","67.2","38.2"
"race and age","30-44 whites","263","1998","64.5","39.8"
"race and age","30-44 whites","383","2000","69.5","40.9"
"race and age","30-44 whites","172","2004","70.6","38.8"
"race and age","30-44 whites","229","2008","67.3","34.5"
"race and age","30-44 whites","198","2012","64.4","34"
"race and age","30-44 whites","591","2016","64","27.3"
"race and age","30-44 whites","1181","2020","67.8","18.7"
"race and age","30-44 whites","806","2024","67.6","19"
"race and age","45-59 whites","349","1978","71.8","50.2"
"race and age","45-59 whites","243","1980","71.2","47.3"
"race and age","45-59 whites","211","1982","73.2","45.3"
"race and age","45-59 whites","309","1984","75.6","47.5"
"race and age","45-59 whites","257","1986","73.5","44.4"
"race and age","45-59 whites","261","1988","74","47.4"
"race and age","45-59 whites","227","1990","69.3","43.5"
"race and age","45-59 whites","344","1992","66.1","39.5"
"race and age","45-59 whites","258","1994","67.8","41"
"race and age","45-59 whites","279","1996","69.9","41.9"
"race and age","45-59 whites","201","1998","67","39.2"
"race and age","45-59 whites","328","2000","71.2","39"
"race and age","45-59 whites","238","2004","73.2","36.8"
"race and age","45-59 whites","309","2008","69.2","33.4"
"race and age","45-59 whites","221","2012","68.6","33.9"
"race and age","45-59 whites","711","2016","63.7","24.8"
"race and age","45-59 whites","1227","2020","71.4","17"
"race and age","45-59 whites","791","2024","68.9","18.8"
"race and age","60+ whites","338","1978","76.1","48.2"
"race and age","60+ whites","292","1980","77.2","46.7"
"race and age","60+ whites","283","1982","76.9","45.9"
"race and age","60+ whites","400","1984","77.9","45.8"
"race and age","60+ whites","361","1986","77.6","48.4"
"race and age","60+ whites","354","1988","79.1","46.6"
"race and age","60+ whites","384","1990","73.3","46.3"
"race and age","60+ whites","442","1992","73.9","42.1"
"race and age","60+ whites","343","1994","72.1","43.2"
"race and age","60+ whites","341","1996","75","40.2"
"race and age","60+ whites","213","1998","72.6","43.3"
"race and age","60+ whites","300","2000","74.9","40.2"
"race and age","60+ whites","216","2004","77.4","37.6"
"race and age","60+ whites","289","2008","70.9","34.5"
"race and age","60+ whites","238","2012","70.7","30.2"
"race and age","60+ whites","943","2016","67.8","23.3"
"race and age","60+ whites","2231","2020","74.9","15.5"
"race and age","60+ whites","1653","2024","74.6","18.2"
"race and age","18-29 blacks","49","1978","69.9","41.6"
"race and age","18-29 blacks","43","1980","73.8","47.1"
"race and age","18-29 blacks","30","1982","74.1","36.5"
"race and age","18-29 blacks","71","1984","74.6","43.6"
"race and age","18-29 blacks","74","1986","77.3","42.2"
"race and age","18-29 blacks","64","1988","78.9","47.3"
"race and age","18-29 blacks","47","1990","71.2","44.9"
"race and age","18-29 blacks","48","1992","72.1","45.3"
"race and age","18-29 blacks","44","1994","75.6","52.6"
"race and age","18-29 blacks","25","1996","72.8","39.6"
"race and age","18-29 blacks","19","1998","77.7","38.3"
"race and age","18-29 blacks","28","2000","77.4","44.7"
"race and age","18-29 blacks","31","2004","75.2","42.9"
"race and age","18-29 blacks","82","2008","79.7","33.8"
"race and age","18-29 blacks","101","2012","78.2","34.6"
"race and age","18-29 blacks","60","2016","73.5","28.7"
"race and age","18-29 blacks","77","2020","70.6","25"
"race and age","18-29 blacks","43","2024","71.9","39.5"
"race and age","30-44 blacks","51","1978","78.5","44.6"
"race and age","30-44 blacks","43","1980","81.3","44.5"
"race and age","30-44 blacks","40","1982","87.1","37.6"
"race and age","30-44 blacks","55","1984","84","39"
"race and age","30-44 blacks","80","1986","80.4","45.7"
"race and age","30-44 blacks","83","1988","79.5","41.3"
"race and age","30-44 blacks","82","1990","73.6","42.1"
"race and age","30-44 blacks","94","1992","75.3","40.2"
"race and age","30-44 blacks","66","1994","77.1","46.8"
"race and age","30-44 blacks","71","1996","80.6","43.9"
"race and age","30-44 blacks","45","1998","84.5","40.4"
"race and age","30-44 blacks","62","2000","77.7","46.9"
"race and age","30-44 blacks","47","2004","73.8","40.7"
"race and age","30-44 blacks","145","2008","79.6","34.9"
"race and age","30-44 blacks","145","2012","79.4","22.6"
"race and age","30-44 blacks","101","2016","82","24.5"
"race and age","30-44 blacks","172","2020","77.3","24.2"
"race and age","30-44 blacks","121","2024","65.8","26.7"
"race and age","45-59 blacks","40","1978","78.5","47.8"
"race and age","45-59 blacks","39","1980","91.3","54.7"
"race and age","45-59 blacks","26","1982","82.1","36.2"
"race and age","45-59 blacks","36","1984","83.8","44.6"
"race and age","45-59 blacks","60","1986","80","38.6"
"race and age","45-59 blacks","38","1988","84.1","52.1"
"race and age","45-59 blacks","45","1990","83.2","48.4"
"race and age","45-59 blacks","57","1992","77.8","40.9"
"race and age","45-59 blacks","32","1994","77.4","49.9"
"race and age","45-59 blacks","31","1996","82.8","45.1"
"race and age","45-59 blacks","33","1998","84.2","35.3"
"race and age","45-59 blacks","47","2000","84","35.5"
"race and age","45-59 blacks","47","2004","77","50.8"
"race and age","45-59 blacks","147","2008","80.2","30.1"
"race and age","45-59 blacks","155","2012","84.3","26.6"
"race and age","45-59 blacks","94","2016","81.3","25.8"
"race and age","45-59 blacks","174","2020","76.5","22.8"
"race and age","45-59 blacks","111","2024","75.9","26.3"
"race and age","60+ blacks","25","1978","85.8","45.6"
"race and age","60+ blacks","33","1980","86.2","42.4"
"race and age","60+ blacks","36","1982","88.3","37.9"
"race and age","60+ blacks","38","1984","84.9","40.1"
"race and age","60+ blacks","59","1986","83.3","42.8"
"race and age","60+ blacks","39","1988","84.7","38.1"
"race and age","60+ blacks","48","1990","82.4","48.9"
"race and age","60+ blacks","53","1992","82.8","36"
"race and age","60+ blacks","33","1994","85.6","61.9"
"race and age","60+ blacks","39","1996","83.5","44.1"
"race and age","60+ blacks","28","1998","85.3","34.1"
"race and age","60+ blacks","34","2000","83.2","44.9"
"race and age","60+ blacks","31","2004","79.7","33.3"
"race and age","60+ blacks","117","2008","81.1","38.5"
"race and age","60+ blacks","74","2012","84.4","21.7"
"race and age","60+ blacks","88","2016","77.4","23"
"race and age","60+ blacks","200","2020","77.6","19.4"
"race and age","60+ blacks","156","2024","83.3","17.5"
"race and age","18-29 Hispanics","23","1978","NA","NA"
"race and age","18-29 Hispanics","18","1980","NA","NA"
"race and age","18-29 Hispanics","14","1982","NA","NA"
"race and age","18-29 Hispanics","43","1984","75","48"
"race and age","18-29 Hispanics","37","1986","71.1","40.9"
"race and age","18-29 Hispanics","36","1988","74.4","51.5"
"race and age","18-29 Hispanics","39","1990","65.5","49.2"
"race and age","18-29 Hispanics","50","1992","69.2","51"
"race and age","18-29 Hispanics","41","1994","68.5","50.4"
"race and age","18-29 Hispanics","30","1996","76.8","44"
"race and age","18-29 Hispanics","37","1998","75.6","53.2"
"race and age","18-29 Hispanics","39","2000","71.9","43.1"
"race and age","18-29 Hispanics","34","2004","76.1","39.9"
"race and age","18-29 Hispanics","99","2008","70.3","43.1"
"race and age","18-29 Hispanics","116","2012","72.9","33.1"
"race and age","18-29 Hispanics","89","2016","67.4","36.3"
"race and age","18-29 Hispanics","138","2020","71.6","23.2"
"race and age","18-29 Hispanics","115","2024","64.6","27.3"
"race and age","30-44 Hispanics","21","1978","NA","NA"
"race and age","30-44 Hispanics","19","1980","NA","NA"
"race and age","30-44 Hispanics","14","1982","NA","NA"
"race and age","30-44 Hispanics","45","1984","75.1","53.6"
"race and age","30-44 Hispanics","25","1986","82","56"
"race and age","30-44 Hispanics","52","1988","81.6","47.4"
"race and age","30-44 Hispanics","62","1990","74.6","54.6"
"race and age","30-44 Hispanics","71","1992","73.4","49.8"
"race and age","30-44 Hispanics","37","1994","74.2","45"
"race and age","30-44 Hispanics","46","1996","72.6","42.3"
"race and age","30-44 Hispanics","43","1998","75.9","49.4"
"race and age","30-44 Hispanics","38","2000","70.1","52.1"
"race and age","30-44 Hispanics","32","2004","71.3","52.1"
"race and age","30-44 Hispanics","142","2008","73.9","40.9"
"race and age","30-44 Hispanics","138","2012","71.8","33.4"
"race and age","30-44 Hispanics","105","2016","69.3","27.7"
"race and age","30-44 Hispanics","204","2020","72.9","26.3"
"race and age","30-44 Hispanics","146","2024","67.3","21"
"race and age","45-59 Hispanics","4","1978","NA","NA"
"race and age","45-59 Hispanics","4","1980","NA","NA"
"race and age","45-59 Hispanics","5","1982","NA","NA"
"race and age","45-59 Hispanics","19","1984","NA","NA"
"race and age","45-59 Hispanics","25","1986","NA","NA"
"race and age","45-59 Hispanics","26","1988","NA","NA"
"race and age","45-59 Hispanics","18","1990","NA","NA"
"race and age","45-59 Hispanics","31","1992","NA","NA"
"race and age","45-59 Hispanics","21","1994","NA","NA"
"race and age","45-59 Hispanics","33","1996","79.3","44.1"
"race and age","45-59 Hispanics","29","1998","77.2","33"
"race and age","45-59 Hispanics","26","2000","80","36.7"
"race and age","45-59 Hispanics","19","2004","78.1","42.6"
"race and age","45-59 Hispanics","99","2008","72.9","37.7"
"race and age","45-59 Hispanics","72","2012","72.9","35.8"
"race and age","45-59 Hispanics","85","2016","70.8","29.6"
"race and age","45-59 Hispanics","142","2020","69.1","26"
"race and age","45-59 Hispanics","106","2024","70.3","26.5"
"race and age","60+ Hispanics","7","1978","NA","NA"
"race and age","60+ Hispanics","8","1980","NA","NA"
"race and age","60+ Hispanics","6","1982","NA","NA"
"race and age","60+ Hispanics","10","1984","NA","NA"
"race and age","60+ Hispanics","8","1986","NA","NA"
"race and age","60+ Hispanics","20","1988","NA","NA"
"race and age","60+ Hispanics","16","1990","NA","NA"
"race and age","60+ Hispanics","29","1992","NA","NA"
"race and age","60+ Hispanics","20","1994","NA","NA"
